0,0,0.020618556701
0,1,0.0759493670886
0,2,0.0128205128205
0,3,0.0333333333333
0,4,0.0283018867925
0,5,0.0357142857143
0,6,0.142857142857
0,7,0.666666666667
0,8,0.0597014925373
0,9,0.03125
0,10,0.0
0,11,0.0196078431373
0,12,0.0
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0344827586207
0,18,0.0
0,19,0.00813008130081
0,20,0.0
0,21,0.0
0,22,0.0147058823529
0,23,0.105263157895
0,24,0.0
0,25,0.103448275862
0,26,0.0322580645161
0,27,0.0
0,28,0.0
0,29,0.0
0,30,0.0384615384615
0,31,0.114285714286
0,32,0.0
1,0,0.0412371134021
1,1,0.0886075949367
1,2,0.294871794872
1,3,0.0111111111111
1,4,0.0471698113208
1,5,0.0357142857143
1,6,0.190476190476
1,7,0.0
1,8,0.179104477612
1,9,0.046875
1,10,0.0144927536232
1,11,0.0196078431373
1,12,0.22972972973
1,13,0.0
1,14,0.08
1,15,0.089552238806
1,16,0.0833333333333
1,17,0.120689655172
1,18,0.642857142857
1,19,0.105691056911
1,20,0.125
1,21,0.0
1,22,0.0147058823529
1,23,0.0263157894737
1,24,0.0
1,25,0.586206896552
1,26,0.0215053763441
1,27,0.0
1,28,0.0
1,29,0.0
1,30,0.0384615384615
1,31,0.428571428571
1,32,0.136363636364
2,0,0.0
2,1,0.0
2,2,0.025641025641
2,3,0.122222222222
2,4,0.0754716981132
2,5,0.0
2,6,0.0952380952381
2,7,0.0
2,8,0.0
2,9,0.0390625
2,10,0.130434782609
2,11,0.0
2,12,0.121621621622
2,13,0.0
2,14,0.04
2,15,0.0
2,16,0.0
2,17,0.0
2,18,0.0
2,19,0.0243902439024
2,20,0.03125
2,21,0.0238095238095
2,22,0.0735294117647
2,23,0.0
2,24,0.0
2,25,0.0344827586207
2,26,0.0
2,27,0.0
2,28,0.00980392156863
2,29,0.166666666667
2,30,0.0
2,31,0.0285714285714
2,32,0.0909090909091
3,0,0.0103092783505
3,1,0.0
3,2,0.025641025641
3,3,0.0111111111111
3,4,0.0283018867925
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0597014925373
3,9,0.0234375
3,10,0.0289855072464
3,11,0.0
3,12,0.0135135135135
3,13,0.0
3,14,0.02
3,15,0.0
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
3,20,0.03125
3,21,0.0
3,22,0.0294117647059
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0215053763441
3,27,0.0
3,28,0.0392156862745
3,29,0.166666666667
3,30,0.0
3,31,0.0
