0,0,3
0,1,2
0,2,18
0,3,8
0,4,6
0,5,9
0,6,3
0,7,13
1,0,6
1,1,3
1,2,6
1,3,9
1,4,30
1,5,33
1,6,33
1,7,81
2,0,12
2,1,1
2,2,7
2,3,31
2,4,2
2,5,3
2,6,13
2,7,0
3,0,8
3,1,0
3,2,3
3,3,13
3,4,3
3,5,2
3,6,3
3,7,0
4,0,7
4,1,0
4,2,5
4,3,0
4,4,2
4,5,4
4,6,15
4,7,5
5,0,0
5,1,0
5,2,11
5,3,0
5,4,4
5,5,0
5,6,0
5,7,0
6,0,42
6,1,6
6,2,67
6,3,54
6,4,20
6,5,70
6,6,31
6,7,55
7,0,65
7,1,18
7,2,60
7,3,105
7,4,66
7,5,104
7,6,68
7,7,133
8,0,72
8,1,45
8,2,5
8,3,71
8,4,7
8,5,15
8,6,61
8,7,6
9,0,116
9,1,26
9,2,10
9,3,191
9,4,22
9,5,49
9,6,73
9,7,34
10,0,3
10,1,1
10,2,1
10,3,5
10,4,4
10,5,12
10,6,2
10,7,1
11,0,0
11,1,0
11,2,3
11,3,3
11,4,0
11,5,7
11,6,0
11,7,7
12,0,21
12,1,22
12,2,25
12,3,25
12,4,20
12,5,69
12,6,26
12,7,82
13,0,64
13,1,9
13,2,14
13,3,61
13,4,10
13,5,5
13,6,54
13,7,24
14,0,0
14,1,2
14,2,2
14,3,3
14,4,0
14,5,2
14,6,1
14,7,5
15,0,19
15,1,6
15,2,9
15,3,14
15,4,4
15,5,31
15,6,13
15,7,8
16,0,5
16,1,0
16,2,0
16,3,4
16,4,0
16,5,0
16,6,8
16,7,0
17,0,52
17,1,5
17,2,12
17,3,38
17,4,9
17,5,18
17,6,32
17,7,7
18,0,3
18,1,1
18,2,4
18,3,2
18,4,6
18,5,9
18,6,6
18,7,7
19,0,67
19,1,11
19,2,40
19,3,99
19,4,5
19,5,26
19,6,91
19,7,71
20,0,11
20,1,1
20,2,2
20,3,4
20,4,1
20,5,1
20,6,8
20,7,3
21,0,22
21,1,4
21,2,9
21,3,12
