0,0,0.00645161290323
0,1,0.222222222222
0,2,0.0880503144654
0,3,0.010989010989
0,4,0.0543735224586
0,5,0.0
0,6,0.0701754385965
1,0,0.0193548387097
1,1,0.8
1,2,0.119496855346
1,3,0.104395604396
1,4,0.179669030733
1,5,0.135135135135
1,6,0.251461988304
2,0,0.0387096774194
2,1,0.0444444444444
2,2,0.0440251572327
2,3,0.0
2,4,0.120567375887
2,5,0.0
2,6,0.0175438596491
3,0,0.0322580645161
3,1,0.0
3,2,0.0377358490566
3,3,0.0
3,4,0.0472813238771
3,5,0.0
3,6,0.00584795321637
4,0,0.0516129032258
4,1,0.0
4,2,0.0440251572327
4,3,0.0
4,4,0.0330969267139
4,5,0.0
4,6,0.0526315789474
5,0,0.0
5,1,0.244444444444
5,2,0.0188679245283
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.00584795321637
6,0,0.161290322581
6,1,0.4
6,2,0.314465408805
6,3,0.0
6,4,0.413711583924
6,5,0.0810810810811
6,6,0.432748538012
7,0,0.361290322581
7,1,1.0
7,2,0.358490566038
7,3,0.175824175824
7,4,0.595744680851
7,5,0.162162162162
7,6,1.0
8,0,0.548387096774
8,1,0.0444444444444
8,2,0.0440251572327
8,3,0.0604395604396
8,4,0.385342789598
8,5,0.027027027027
8,6,0.0760233918129
9,0,0.554838709677
9,1,0.0
9,2,0.194968553459
9,3,0.032967032967
9,4,0.8463356974
9,5,0.0540540540541
9,6,0.222222222222
10,0,0.00645161290323
10,1,0.0
10,2,0.0314465408805
10,3,0.0
10,4,0.0283687943262
10,5,0.27027027027
10,6,0.00584795321637
11,0,0.0
11,1,0.0
11,2,0.0062893081761
11,3,0.0
11,4,0.0141843971631
11,5,0.0540540540541
11,6,0.0643274853801
12,0,0.348387096774
12,1,0.155555555556
12,2,0.238993710692
12,3,0.0659340659341
12,4,0.146572104019
12,5,0.0
12,6,0.684210526316
13,0,0.335483870968
13,1,0.133333333333
13,2,0.106918238994
13,3,0.0824175824176
13,4,0.302600472813
13,5,0.0540540540541
13,6,0.122807017544
14,0,0.00645161290323
14,1,0.0444444444444
14,2,0.0
14,3,0.021978021978
14,4,0.0118203309693
14,5,0.0
14,6,0.0175438596491
15,0,0.109677419355
15,1,0.0444444444444
15,2,0.0503144654088
15,3,0.0494505494505
15,4,0.0921985815603
15,5,0.0
15,6,0.169590643275
16,0,0.0451612903226
16,1,0.0
16,2,0.0
16,3,0.0164835164835
16,4,0.016548463357
16,5,0.0
16,6,0.0
17,0,0.354838709677
17,1,0.0444444444444
17,2,0.0943396226415
