5fde64164db30cea7ef6402209c4bcedbbe85304,0,9
5fde64164db30cea7ef6402209c4bcedbbe85304,1,0
5fde64164db30cea7ef6402209c4bcedbbe85304,2,5
5fde64164db30cea7ef6402209c4bcedbbe85304,3,4
5fde64164db30cea7ef6402209c4bcedbbe85304,4,7
5fde64164db30cea7ef6402209c4bcedbbe85304,5,6
5fde64164db30cea7ef6402209c4bcedbbe85304,6,12
5fde64164db30cea7ef6402209c4bcedbbe85304,7,6
5fde64164db30cea7ef6402209c4bcedbbe85304,8,1
5fde64164db30cea7ef6402209c4bcedbbe85304,9,2
5fde64164db30cea7ef6402209c4bcedbbe85304,10,6
5fde64164db30cea7ef6402209c4bcedbbe85304,11,0
5fde64164db30cea7ef6402209c4bcedbbe85304,12,4
4f5731fcef6af648d45a1ea18e06af0ae271a686,0,41
4f5731fcef6af648d45a1ea18e06af0ae271a686,1,9
4f5731fcef6af648d45a1ea18e06af0ae271a686,2,5
4f5731fcef6af648d45a1ea18e06af0ae271a686,3,37
4f5731fcef6af648d45a1ea18e06af0ae271a686,4,19
4f5731fcef6af648d45a1ea18e06af0ae271a686,5,27
4f5731fcef6af648d45a1ea18e06af0ae271a686,6,1
4f5731fcef6af648d45a1ea18e06af0ae271a686,7,5
4f5731fcef6af648d45a1ea18e06af0ae271a686,8,14
4f5731fcef6af648d45a1ea18e06af0ae271a686,9,2
4f5731fcef6af648d45a1ea18e06af0ae271a686,10,12
4f5731fcef6af648d45a1ea18e06af0ae271a686,11,17
4f5731fcef6af648d45a1ea18e06af0ae271a686,12,12
07254b1cbe50bf57d5615dbf103c7096568686d8,0,0
07254b1cbe50bf57d5615dbf103c7096568686d8,1,1
07254b1cbe50bf57d5615dbf103c7096568686d8,2,30
07254b1cbe50bf57d5615dbf103c7096568686d8,3,4
07254b1cbe50bf57d5615dbf103c7096568686d8,4,3
07254b1cbe50bf57d5615dbf103c7096568686d8,5,2
07254b1cbe50bf57d5615dbf103c7096568686d8,6,0
07254b1cbe50bf57d5615dbf103c7096568686d8,7,7
07254b1cbe50bf57d5615dbf103c7096568686d8,8,9
07254b1cbe50bf57d5615dbf103c7096568686d8,9,0
07254b1cbe50bf57d5615dbf103c7096568686d8,10,5
07254b1cbe50bf57d5615dbf103c7096568686d8,11,8
07254b1cbe50bf57d5615dbf103c7096568686d8,12,0
ddf08991cc946dea6e2539280d95c87e3536de69,0,1
ddf08991cc946dea6e2539280d95c87e3536de69,1,0
ddf08991cc946dea6e2539280d95c87e3536de69,2,4
ddf08991cc946dea6e2539280d95c87e3536de69,3,4
ddf08991cc946dea6e2539280d95c87e3536de69,4,2
ddf08991cc946dea6e2539280d95c87e3536de69,5,0
ddf08991cc946dea6e2539280d95c87e3536de69,6,3
ddf08991cc946dea6e2539280d95c87e3536de69,7,3
ddf08991cc946dea6e2539280d95c87e3536de69,8,1
ddf08991cc946dea6e2539280d95c87e3536de69,9,0
ddf08991cc946dea6e2539280d95c87e3536de69,10,3
ddf08991cc946dea6e2539280d95c87e3536de69,11,9
ddf08991cc946dea6e2539280d95c87e3536de69,12,2
ae5d118653d4f35b23e936f027c19cc70e42bce4,0,0
ae5d118653d4f35b23e936f027c19cc70e42bce4,1,5
ae5d118653d4f35b23e936f027c19cc70e42bce4,2,0
ae5d118653d4f35b23e936f027c19cc70e42bce4,3,2
ae5d118653d4f35b23e936f027c19cc70e42bce4,4,2
ae5d118653d4f35b23e936f027c19cc70e42bce4,5,2
ae5d118653d4f35b23e936f027c19cc70e42bce4,6,5
ae5d118653d4f35b23e936f027c19cc70e42bce4,7,0
ae5d118653d4f35b23e936f027c19cc70e42bce4,8,15
ae5d118653d4f35b23e936f027c19cc70e42bce4,9,0
ae5d118653d4f35b23e936f027c19cc70e42bce4,10,2
ae5d118653d4f35b23e936f027c19cc70e42bce4,11,5
ae5d118653d4f35b23e936f027c19cc70e42bce4,12,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,0,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,1,4
b7b8121e90aae7cd92a1439308b75d238656a3fb,2,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,3,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,4,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,5,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,6,10
b7b8121e90aae7cd92a1439308b75d238656a3fb,7,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,8,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,9,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,10,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,11,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,12,1
a397aa56c42eac608c5efd2c3202b441fc33714b,0,30
a397aa56c42eac608c5efd2c3202b441fc33714b,1,5
a397aa56c42eac608c5efd2c3202b441fc33714b,2,36
a397aa56c42eac608c5efd2c3202b441fc33714b,3,35
a397aa56c42eac608c5efd2c3202b441fc33714b,4,57
a397aa56c42eac608c5efd2c3202b441fc33714b,5,20
a397aa56c42eac608c5efd2c3202b441fc33714b,6,31
a397aa56c42eac608c5efd2c3202b441fc33714b,7,3
a397aa56c42eac608c5efd2c3202b441fc33714b,8,22
a397aa56c42eac608c5efd2c3202b441fc33714b,9,6
a397aa56c42eac608c5efd2c3202b441fc33714b,10,82
a397aa56c42eac608c5efd2c3202b441fc33714b,11,4
a397aa56c42eac608c5efd2c3202b441fc33714b,12,14
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,0,54
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,1,38
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,2,63
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,3,32
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,4,100
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,5,63
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,6,24
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,7,18
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,8,37
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,9,15
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,10,66
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,11,43
